Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,timestamp
Switzerland,Pratteln,59,Moderate,1,Good,51,Moderate,0,Good,59,Moderate,47.5167,7.7,2023-12-30 18:00:00
India,Purushottampur,115,Unhealthy for Sensitive Groups,3,Good,47,Good,2,Good,115,Unhealthy for Sensitive Groups,19.5202,84.8851,2023-12-30 19:00:00
India,Rajpur,136,Unhealthy for Sensitive Groups,2,Good,25,Good,4,Good,136,Unhealthy for Sensitive Groups,22.3053,74.3525,2023-12-30 20:00:00
Russian Federation,Omutninsk,40,Good,1,Good,39,Good,0,Good,40,Good,58.6667,52.1833,2023-12-30 21:00:00
Poland,Orzesze,64,Moderate,1,Good,45,Good,1,Good,64,Moderate,50.15,18.75,2023-12-30 22:00:00
India,Palera,167,Unhealthy,3,Good,103,Unhealthy for Sensitive Groups,2,Good,167,Unhealthy,25.0201,79.2282,2023-12-30 23:00:00
India,Palmaner,94,Moderate,2,Good,21,Good,5,Good,94,Moderate,13.2007,78.7468,2023-12-31 00:00:00
Brazil,Panambi,20,Good,0,Good,20,Good,0,Good,18,Good,-28.2928,-53.5019,2023-12-31 01:00:00
India,Penugonda,153,Unhealthy,4,Good,42,Good,5,Good,153,Unhealthy,16.6569,81.7461,2023-12-31 02:00:00
Austria,Perchtoldsdorf,70,Moderate,1,Good,67,Moderate,0,Good,70,Moderate,48.1167,16.2667,2023-12-31 03:00:00
Mexico,Peto,57,Moderate,1,Good,24,Good,0,Good,57,Moderate,20.1256,-88.9214,2023-12-31 04:00:00
Germany,Ottersberg,41,Good,0,Good,41,Good,0,Good,26,Good,53.1,9.15,2023-12-31 05:00:00
Germany,Balve,68,Moderate,1,Good,36,Good,5,Good,68,Moderate,51.3333,7.8667,2023-12-31 06:00:00
Central African Republic,Bambari,79,Moderate,2,Good,16,Good,0,Good,79,Moderate,5.7653,20.6742,2023-12-31 07:00:00
Brazil,Beberibe,24,Good,0,Good,18,Good,0,Good,24,Good,-4.18,-38.1308,2023-12-31 08:00:00
Zimbabwe,Bindura,93,Moderate,5,Good,14,Good,3,Good,93,Moderate,-17.3,31.3333,2023-12-31 09:00:00
Democratic Republic of the Congo,Binga,70,Moderate,2,Good,15,Good,0,Good,70,Moderate,2.4,20.42,2023-12-31 10:00:00
United States of America,Bonita,75,Moderate,2,Good,16,Good,18,Good,75,Moderate,32.6651,-117.0296,2023-12-31 11:00:00
Russian Federation,Borovichi,30,Good,1,Good,30,Good,0,Good,16,Good,58.4,33.9167,2023-12-31 12:00:00
Netherlands,Boskoop,44,Good,1,Good,33,Good,4,Good,44,Good,52.0667,4.65,2023-12-31 13:00:00
France,Blois,34,Good,1,Good,29,Good,3,Good,34,Good,47.5939,1.3281,2023-12-31 14:00:00
Italy,Abano Terme,69,Moderate,1,Good,41,Good,2,Good,69,Moderate,45.3603,11.79,2023-12-31 15:00:00
Mexico,Abasolo,53,Moderate,1,Good,28,Good,3,Good,53,Moderate,20.4511,-101.5289,2023-12-31 16:00:00
Turkey,Adilcevaz,39,Good,1,Good,33,Good,0,Good,39,Good,38.8058,42.7469,2023-12-31 17:00:00
Turkey,Ahlat,48,Good,1,Good,39,Good,0,Good,48,Good,38.7528,42.4944,2023-12-31 18:00:00
Canada,Amos,66,Moderate,1,Good,19,Good,0,Good,66,Moderate,48.5667,-78.1167,2023-12-31 19:00:00
Venezuela (Bolivarian Republic of),Anaco,132,Unhealthy for Sensitive Groups,1,Good,20,Good,1,Good,132,Unhealthy for Sensitive Groups,9.4333,-64.4667,2023-12-31 20:00:00
Chile,Angol,28,Good,1,Good,18,Good,3,Good,28,Good,-37.8,-72.7167,2023-12-31 21:00:00
Japan,Annaka,66,Moderate,1,Good,49,Good,1,Good,66,Moderate,36.3263,138.8871,2023-12-31 22:00:00
Italy,Arco,59,Moderate,1,Good,23,Good,4,Good,59,Moderate,45.9167,10.8833,2023-12-31 23:00:00
Brazil,Arinos,40,Good,1,Good,2,Good,2,Good,40,Good,-15.9169,-46.1058,2024-01-01 00:00:00
United States of America,Arnold,54,Moderate,2,Good,27,Good,10,Good,54,Moderate,53.005,-1.127,2024-01-01 01:00:00
Belgium,Assenede,57,Moderate,1,Good,37,Good,4,Good,57,Moderate,51.2333,3.75,2024-01-01 02:00:00
France,Auch,44,Good,1,Good,32,Good,2,Good,44,Good,43.6465,0.5855,2024-01-01 03:00:00
United States of America,Bryant,50,Good,2,Good,32,Good,8,Good,50,Good,34.6152,-92.4914,2024-01-01 04:00:00
United States of America,Buffalo Grove,62,Moderate,2,Good,12,Good,20,Good,62,Moderate,42.1675,-87.9615,2024-01-01 05:00:00
Spain,Burgos,49,Good,1,Good,23,Good,1,Good,49,Good,42.3408,-3.6997,2024-01-01 06:00:00
United States of America,Cadillac,54,Moderate,1,Good,31,Good,2,Good,54,Moderate,44.2493,-85.4164,2024-01-01 07:00:00
Romania,Calafat,64,Moderate,1,Good,43,Good,1,Good,64,Moderate,43.9858,22.9575,2024-01-01 08:00:00
Spain,Calahorra,58,Moderate,1,Good,17,Good,3,Good,58,Moderate,42.3,-1.9667,2024-01-01 09:00:00
Philippines,Calintaan,32,Good,0,Good,25,Good,0,Good,32,Good,12.5756,120.9428,2024-01-01 10:00:00
Republic of Moldova,Camenca,41,Good,1,Good,41,Good,0,Good,29,Good,48.0167,28.7167,2024-01-01 11:00:00
Italy,Cassino,45,Good,1,Good,40,Good,2,Good,45,Good,41.5,13.8333,2024-01-01 12:00:00
Italy,Castelvetrano,83,Moderate,1,Good,46,Good,0,Good,83,Moderate,37.6833,12.7931,2024-01-01 13:00:00
Angola,Catabola,27,Good,1,Good,23,Good,0,Good,27,Good,-12.1167,17.3,2024-01-01 14:00:00
United States of America,Cedar Park,50,Good,1,Good,16,Good,3,Good,50,Good,30.5105,-97.8197,2024-01-01 15:00:00
United States of America,Channahon,66,Moderate,2,Good,23,Good,13,Good,66,Moderate,41.421,-88.2599,2024-01-01 16:00:00
Colombia,Chaparral,29,Good,1,Good,10,Good,1,Good,29,Good,3.75,-75.5833,2024-01-01 17:00:00
Ukraine,Chaplynka,41,Good,1,Good,41,Good,0,Good,6,Good,46.3629,33.5302,2024-01-01 18:00:00
United States of America,Chesterfield,59,Moderate,2,Good,22,Good,12,Good,59,Moderate,38.6589,-90.5803,2024-01-01 19:00:00
Peru,Chimbote,36,Good,1,Good,22,Good,0,Good,36,Good,-9.0745,-78.5936,2024-01-01 20:00:00
Indonesia,Cikupa,207,Very Unhealthy,5,Good,207,Very Unhealthy,4,Good,166,Unhealthy,-6.4947,106.6511,2024-01-01 21:00:00
Brazil,Capelinha,31,Good,1,Good,16,Good,0,Good,31,Good,-17.6908,-42.5158,2024-01-01 22:00:00
Spain,Carlet,26,Good,1,Good,24,Good,1,Good,26,Good,39.2264,-0.5211,2024-01-01 23:00:00
United States of America,Carson City,34,Good,1,Good,20,Good,5,Good,34,Good,39.1511,-119.7476,2024-01-02 00:00:00
China,Changzhou,164,Unhealthy,5,Good,164,Unhealthy,9,Good,158,Unhealthy,31.8122,119.9692,2024-01-02 01:00:00
Zimbabwe,Chinhoyi,50,Good,2,Good,16,Good,1,Good,50,Good,-17.3497,30.1944,2024-01-02 02:00:00
Indonesia,Amuntai,45,Good,1,Good,15,Good,0,Good,45,Good,-2.4177,115.2494,2024-01-02 03:00:00
United States of America,Anoka,51,Moderate,1,Good,40,Good,3,Good,51,Moderate,45.2099,-93.3893,2024-01-02 04:00:00
Brazil,Aquiraz,32,Good,0,Good,21,Good,0,Good,32,Good,-3.9008,-38.3908,2024-01-02 05:00:00
United States of America,Arcadia,114,Unhealthy for Sensitive Groups,4,Good,8,Good,34,Good,114,Unhealthy for Sensitive Groups,34.1342,-118.0373,2024-01-02 06:00:00
United States of America,West Hartford,50,Good,1,Good,46,Good,2,Good,50,Good,41.7669,-72.7536,2024-01-02 07:00:00
United States of America,West Springfield,49,Good,1,Good,44,Good,1,Good,49,Good,42.1253,-72.6503,2024-01-02 08:00:00
United Kingdom of Great Britain and Northern Ireland,Worksop,43,Good,1,Good,35,Good,1,Good,43,Good,53.3042,-1.1244,2024-01-02 09:00:00
Lao People's Democratic Republic,Xam Nua,36,Good,2,Good,8,Good,1,Good,36,Good,20.415,104.048,2024-01-02 10:00:00
China,Xining,156,Unhealthy,4,Good,16,Good,18,Good,156,Unhealthy,36.6239,101.7787,2024-01-02 11:00:00
United States of America,Yakima,31,Good,1,Good,31,Good,1,Good,27,Good,46.5923,-120.5496,2024-01-02 12:00:00
Philippines,Bais,83,Moderate,1,Good,14,Good,0,Good,83,Moderate,9.5907,123.1213,2024-01-02 13:00:00
Thailand,Bang Sao Thong,59,Moderate,1,Good,20,Good,1,Good,59,Moderate,13.5812,100.7957,2024-01-02 14:00:00
China,Baoshan,51,Moderate,1,Good,38,Good,0,Good,51,Moderate,25.1211,99.169,2024-01-02 15:00:00
Hungary,Barcs,65,Moderate,1,Good,31,Good,2,Good,65,Moderate,45.9601,17.4601,2024-01-02 16:00:00
India,Barhi,183,Unhealthy,1,Good,48,Good,0,Good,183,Unhealthy,23.9033,80.8152,2024-01-02 17:00:00
India,Barhiya,162,Unhealthy,4,Good,162,Unhealthy,1,Good,154,Unhealthy,25.2833,86.0333,2024-01-02 18:00:00
United Kingdom of Great Britain and Northern Ireland,Barnsley,56,Moderate,1,Good,12,Good,10,Good,56,Moderate,53.5547,-1.4791,2024-01-02 19:00:00
Canada,Barrie,38,Good,1,Good,25,Good,3,Good,38,Good,44.3711,-79.6769,2024-01-02 20:00:00
Canada,Winnipeg,54,Moderate,1,Good,23,Good,0,Good,54,Moderate,49.8844,-97.1464,2024-01-02 21:00:00
Switzerland,Worb,44,Good,1,Good,42,Good,0,Good,44,Good,46.9306,7.5644,2024-01-02 22:00:00
Germany,Augustdorf,37,Good,1,Good,34,Good,2,Good,37,Good,51.9094,8.7317,2024-01-02 23:00:00
Italy,Avellino,48,Good,1,Good,46,Good,2,Good,48,Good,40.9167,14.7889,2024-01-03 00:00:00
Sweden,Avesta,50,Good,1,Good,32,Good,1,Good,50,Good,60.1456,16.1683,2024-01-03 01:00:00
Mexico,Axochiapan,65,Moderate,2,Good,11,Good,6,Good,65,Moderate,18.5,-98.75,2024-01-03 02:00:00
France,Bagneux,72,Moderate,2,Good,20,Good,6,Good,72,Moderate,48.7983,2.3137,2024-01-03 03:00:00
Italy,Brugherio,74,Moderate,2,Good,29,Good,8,Good,74,Moderate,45.5508,9.3011,2024-01-03 04:00:00
Democratic Republic of the Congo,Bulungu,372,Hazardous,35,Good,37,Good,13,Good,372,Hazardous,-4.55,18.6,2024-01-03 05:00:00
Spain,Calella,63,Moderate,1,Good,42,Good,3,Good,63,Moderate,41.6169,2.6642,2024-01-03 06:00:00
Mexico,Calvillo,61,Moderate,1,Good,25,Good,1,Good,61,Moderate,21.85,-102.7167,2024-01-03 07:00:00
Brazil,Campo Alegre,25,Good,0,Good,16,Good,1,Good,25,Good,-9.7819,-36.3508,2024-01-03 08:00:00
Spain,Cocentaina,38,Good,1,Good,35,Good,2,Good,38,Good,38.745,-0.4406,2024-01-03 09:00:00
United States of America,Cocoa Beach,59,Moderate,1,Good,28,Good,6,Good,59,Moderate,28.3327,-80.6274,2024-01-03 10:00:00
Australia,Coffs Harbour,27,Good,0,Good,27,Good,0,Good,17,Good,-30.3022,153.1189,2024-01-03 11:00:00
Bolivia (Plurinational State of),Cotoca,16,Good,1,Good,9,Good,0,Good,16,Good,-17.7536,-62.9967,2024-01-03 12:00:00
France,Concarneau,51,Moderate,1,Good,43,Good,1,Good,51,Moderate,47.8753,-3.9189,2024-01-03 13:00:00
United States of America,Crossville,65,Moderate,2,Good,18,Good,11,Good,65,Moderate,35.9526,-85.0295,2024-01-03 14:00:00
El Salvador,Cuscatancingo,118,Unhealthy for Sensitive Groups,3,Good,7,Good,13,Good,118,Unhealthy for Sensitive Groups,13.7333,-89.1833,2024-01-03 15:00:00
United States of America,Prairie Village,49,Good,1,Good,33,Good,7,Good,49,Good,38.9874,-94.6362,2024-01-03 16:00:00
Colombia,Puerto Rico,26,Good,1,Good,3,Good,1,Good,26,Good,1.9142,-75.145,2024-01-03 17:00:00
India,Puliyankudi,42,Good,1,Good,26,Good,0,Good,42,Good,9.1725,77.3956,2024-01-03 18:00:00
Germany,Poing,68,Moderate,1,Good,39,Good,3,Good,68,Moderate,48.1667,11.8167,2024-01-03 19:00:00
Cambodia,Kampong Thum,44,Good,1,Good,21,Good,0,Good,44,Good,12.712,104.889,2024-01-03 20:00:00
Japan,Kanuma,42,Good,1,Good,42,Good,1,Good,36,Good,36.5671,139.7451,2024-01-03 21:00:00
Republic of North Macedonia,Kavadarci,58,Moderate,1,Good,44,Good,0,Good,58,Moderate,41.4328,22.0117,2024-01-03 22:00:00
Mali,Kayes,113,Unhealthy for Sensitive Groups,1,Good,28,Good,1,Good,113,Unhealthy for Sensitive Groups,14.45,-11.4167,2024-01-03 23:00:00
Poland,Gniezno,33,Good,1,Good,33,Good,0,Good,31,Good,52.5358,17.5958,2024-01-04 00:00:00
India,Gormi,188,Unhealthy,1,Good,46,Good,0,Good,188,Unhealthy,26.6003,78.5119,2024-01-04 01:00:00
United States of America,Green Bay,48,Good,1,Good,19,Good,7,Good,48,Good,44.5148,-87.9895,2024-01-04 02:00:00
Poland,Grodzisk Mazowiecki,34,Good,1,Good,34,Good,1,Good,29,Good,52.1167,20.6333,2024-01-04 03:00:00
Colombia,Guaduas,73,Moderate,2,Good,10,Good,4,Good,73,Moderate,5.0694,-74.5981,2024-01-04 04:00:00
Germany,Friedberg,33,Good,1,Good,32,Good,3,Good,33,Good,48.35,10.9833,2024-01-04 05:00:00
France,Frontignan,48,Good,1,Good,37,Good,0,Good,48,Good,43.4483,3.7561,2024-01-04 06:00:00
India,Garhshankar,325,Hazardous,2,Good,160,Unhealthy,2,Good,325,Hazardous,31.2154,76.1415,2024-01-04 07:00:00
United States of America,Garner,62,Moderate,2,Good,31,Good,5,Good,62,Moderate,35.6936,-78.6181,2024-01-04 08:00:00
India,Jawhar,142,Unhealthy for Sensitive Groups,1,Good,27,Good,0,Good,142,Unhealthy for Sensitive Groups,2.7833,45.5,2024-01-04 09:00:00
Belgium,Jodoigne,37,Good,1,Good,30,Good,3,Good,37,Good,50.7167,4.8667,2024-01-04 10:00:00
Finland,Joensuu,37,Good,1,Good,37,Good,0,Good,26,Good,62.6,29.75,2024-01-04 11:00:00
Ghana,Kade,84,Moderate,1,Good,18,Good,1,Good,84,Moderate,6.0833,-0.8333,2024-01-04 12:00:00
Germany,Hilchenbach,34,Good,1,Good,34,Good,1,Good,27,Good,50.9983,8.1094,2024-01-04 13:00:00
Japan,Hitachi,44,Good,1,Good,44,Good,0,Good,34,Good,36.5991,140.6515,2024-01-04 14:00:00
United Kingdom of Great Britain and Northern Ireland,Hoddesdon,29,Good,0,Good,27,Good,2,Good,29,Good,51.759,-0.015,2024-01-04 15:00:00
United States of America,Howard,49,Good,1,Good,19,Good,8,Good,49,Good,44.5703,-88.0928,2024-01-04 16:00:00
Germany,Idstein,34,Good,1,Good,34,Good,2,Good,31,Good,50.2206,8.2742,2024-01-04 17:00:00
Australia,Devonport,32,Good,0,Good,27,Good,0,Good,32,Good,-41.18,146.3503,2024-01-04 18:00:00
Guatemala,Dolores,27,Good,1,Good,11,Good,0,Good,27,Good,-33.5333,-58.2167,2024-01-04 19:00:00
India,Hasanpur,500,Hazardous,1,Good,55,Moderate,1,Good,500,Hazardous,26.1147,87.2319,2024-01-04 20:00:00
Uzbekistan,Hazorasp,147,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,147,Unhealthy for Sensitive Groups,41.3167,61.0667,2024-01-04 21:00:00
France,Hem,38,Good,1,Good,23,Good,3,Good,38,Good,50.6553,3.1878,2024-01-04 22:00:00
China,Hengshui,188,Unhealthy,3,Good,188,Unhealthy,4,Good,141,Unhealthy for Sensitive Groups,37.7348,115.686,2024-01-04 23:00:00
Japan,Miyako,35,Good,1,Good,35,Good,0,Good,22,Good,39.6414,141.9571,2024-01-05 00:00:00
Brazil,Mocajuba,38,Good,1,Good,3,Good,0,Good,38,Good,-2.5839,-49.5069,2024-01-05 01:00:00
Mexico,La Cruz,35,Good,1,Good,14,Good,1,Good,35,Good,23.9214,-106.8919,2024-01-05 02:00:00
El Salvador,La Libertad,71,Moderate,2,Good,19,Good,5,Good,71,Moderate,-2.2333,-80.9,2024-01-05 03:00:00
Brazil,Itabaianinha,35,Good,1,Good,7,Good,2,Good,35,Good,-11.2739,-37.79,2024-01-05 04:00:00
Brazil,Itacarambi,21,Good,0,Good,7,Good,1,Good,21,Good,-15.1019,-44.0919,2024-01-05 05:00:00
Brazil,Itapuranga,38,Good,1,Good,12,Good,2,Good,38,Good,-15.5619,-49.9489,2024-01-05 06:00:00
Italy,Enna,46,Good,1,Good,43,Good,0,Good,46,Good,37.5633,14.2761,2024-01-05 07:00:00
Sweden,Eskilstuna,38,Good,0,Good,38,Good,0,Good,32,Good,59.3708,16.5097,2024-01-05 08:00:00
Sweden,Fagersta,35,Good,0,Good,35,Good,0,Good,26,Good,60.0042,15.7933,2024-01-05 09:00:00
United States of America,Faribault,34,Good,1,Good,30,Good,5,Good,34,Good,44.2996,-93.2789,2024-01-05 10:00:00
United States of America,Foothill Farms,51,Moderate,1,Good,26,Good,8,Good,51,Moderate,38.6867,-121.3475,2024-01-05 11:00:00
United Kingdom of Great Britain and Northern Ireland,Formby,66,Moderate,0,Good,33,Good,0,Good,66,Moderate,53.5586,-3.0666,2024-01-05 12:00:00
United States of America,Fort Carson,62,Moderate,1,Good,15,Good,9,Good,62,Moderate,38.7095,-104.772,2024-01-05 13:00:00
France,Dreux,39,Good,1,Good,18,Good,3,Good,39,Good,48.7372,1.3664,2024-01-05 14:00:00
Germany,Drolshagen,35,Good,1,Good,35,Good,1,Good,27,Good,51.0333,7.7667,2024-01-05 15:00:00
Mexico,Eagle Pass,45,Good,1,Good,21,Good,3,Good,45,Good,28.7125,-100.484,2024-01-05 16:00:00
United States of America,Easley,69,Moderate,2,Good,22,Good,10,Good,69,Moderate,34.8188,-82.5827,2024-01-05 17:00:00
United States of America,East Massapequa,81,Moderate,2,Good,41,Good,11,Good,81,Moderate,40.6742,-73.4359,2024-01-05 18:00:00
Russian Federation,Elektrougli,43,Good,1,Good,29,Good,4,Good,43,Good,55.7167,38.2,2024-01-05 19:00:00
United States of America,Elizabeth City,59,Moderate,1,Good,43,Good,2,Good,59,Moderate,36.2942,-76.236,2024-01-05 20:00:00
United States of America,Elizabeth,61,Moderate,1,Good,43,Good,6,Good,61,Moderate,40.6658,-74.1913,2024-01-05 21:00:00
United States of America,Olympia Heights,91,Moderate,2,Good,7,Good,16,Good,91,Moderate,25.724,-80.3388,2024-01-05 22:00:00
United States of America,Opelousas,49,Good,1,Good,12,Good,7,Good,49,Good,30.5252,-92.0816,2024-01-05 23:00:00
Turkey,Ordu,32,Good,1,Good,32,Good,0,Good,24,Good,40.9833,37.8833,2024-01-06 00:00:00
Russian Federation,Ostashkov,31,Good,0,Good,31,Good,0,Good,20,Good,57.15,33.1,2024-01-06 01:00:00
Ukraine,Ostroh,64,Moderate,1,Good,32,Good,0,Good,64,Moderate,50.3333,26.5167,2024-01-06 02:00:00
Italy,Ottaviano,46,Good,1,Good,46,Good,2,Good,18,Good,40.85,14.4775,2024-01-06 03:00:00
United States of America,Ottawa,69,Moderate,1,Good,32,Good,5,Good,69,Moderate,45.4247,-75.695,2024-01-06 04:00:00
United States of America,Owensboro,72,Moderate,2,Good,24,Good,13,Good,72,Moderate,37.7575,-87.1172,2024-01-06 05:00:00
Hungary,Paks,51,Moderate,1,Good,28,Good,2,Good,51,Moderate,46.622,18.8559,2024-01-06 06:00:00
Chile,Panguipulli,14,Good,0,Good,14,Good,1,Good,14,Good,-39.6444,-72.3306,2024-01-06 07:00:00
Thailand,Pathum Thani,63,Moderate,1,Good,26,Good,1,Good,63,Moderate,14.05,100.4833,2024-01-06 08:00:00
Belgium,Lochristi,39,Good,1,Good,31,Good,3,Good,39,Good,51.1,3.8333,2024-01-06 09:00:00
Germany,Lohfelden,54,Moderate,1,Good,35,Good,2,Good,54,Moderate,51.2716,9.5487,2024-01-06 10:00:00
United States of America,Long Branch,76,Moderate,2,Good,32,Good,13,Good,76,Moderate,40.2965,-73.9915,2024-01-06 11:00:00
Brazil,Louveira,122,Unhealthy for Sensitive Groups,3,Good,5,Good,11,Good,122,Unhealthy for Sensitive Groups,-23.0864,-46.9506,2024-01-06 12:00:00
Germany,Ludwigsfelde,51,Moderate,1,Good,34,Good,2,Good,51,Moderate,52.2997,13.2667,2024-01-06 13:00:00
Philippines,Lupao,73,Moderate,1,Good,23,Good,2,Good,73,Moderate,15.8794,120.8994,2024-01-06 14:00:00
Niger,Madaoua,44,Good,2,Good,26,Good,1,Good,44,Good,14.0762,5.9586,2024-01-06 15:00:00
Germany,Mainz,62,Moderate,1,Good,42,Good,2,Good,62,Moderate,49.9833,8.2667,2024-01-06 16:00:00
Nigeria,Makurdi,84,Moderate,3,Good,29,Good,1,Good,84,Moderate,7.7306,8.5361,2024-01-06 17:00:00
India,Manali,120,Unhealthy for Sensitive Groups,2,Good,25,Good,3,Good,120,Unhealthy for Sensitive Groups,13.1667,80.2667,2024-01-06 18:00:00
Pakistan,Mandi Bahauddin,156,Unhealthy,2,Good,117,Unhealthy for Sensitive Groups,0,Good,156,Unhealthy,32.5797,73.4814,2024-01-06 19:00:00
United States of America,Mansfield,74,Moderate,2,Good,11,Good,23,Good,74,Moderate,53.1444,-1.1964,2024-01-06 20:00:00
Armenia,Martuni,43,Good,0,Good,33,Good,0,Good,43,Good,40.14,45.3064,2024-01-06 21:00:00
Italy,Mascali,61,Moderate,1,Good,33,Good,2,Good,61,Moderate,37.75,15.2,2024-01-06 22:00:00
Germany,Meerane,69,Moderate,1,Good,38,Good,1,Good,69,Moderate,50.8519,12.4636,2024-01-06 23:00:00
United States of America,Merrillville,36,Good,1,Good,36,Good,5,Good,24,Good,41.4728,-87.3196,2024-01-07 00:00:00
United States of America,Oneida,41,Good,1,Good,20,Good,4,Good,41,Good,43.0769,-75.6622,2024-01-07 01:00:00
Ukraine,Orikhiv,42,Good,1,Good,42,Good,0,Good,40,Good,47.5677,35.7849,2024-01-07 02:00:00
Germany,Osterhofen,54,Moderate,1,Good,47,Good,2,Good,54,Moderate,48.7019,13.02,2024-01-07 03:00:00
United States of America,Overland,52,Moderate,1,Good,41,Good,4,Good,52,Moderate,38.6966,-90.3689,2024-01-07 04:00:00
Portugal,Palmela,36,Good,1,Good,36,Good,3,Good,16,Good,38.5667,-8.9,2024-01-07 05:00:00
Guatemala,Panzos,68,Moderate,2,Good,5,Good,4,Good,68,Moderate,15.3986,-89.6408,2024-01-07 06:00:00
Brazil,Paracatu,26,Good,1,Good,8,Good,1,Good,26,Good,-17.2217,-46.875,2024-01-07 07:00:00
Brazil,Pedro Juan Caballero,18,Good,1,Good,12,Good,0,Good,18,Good,-22.53,-55.75,2024-01-07 08:00:00
Germany,Perleberg,34,Good,0,Good,34,Good,1,Good,22,Good,53.0667,11.8667,2024-01-07 09:00:00
United States of America,North Providence,67,Moderate,2,Good,20,Good,16,Good,67,Moderate,41.8616,-71.4575,2024-01-07 10:00:00
United Kingdom of Great Britain and Northern Ireland,Northallerton,55,Moderate,1,Good,12,Good,11,Good,55,Moderate,54.3378,-1.4285,2024-01-07 11:00:00
Germany,Nottuln,34,Good,0,Good,34,Good,1,Good,26,Good,51.9278,7.3542,2024-01-07 12:00:00
Republic of North Macedonia,Novo Selo,64,Moderate,1,Good,38,Good,0,Good,64,Moderate,41.4128,22.88,2024-01-07 13:00:00
Russian Federation,Nyazepetrovsk,30,Good,1,Good,30,Good,0,Good,26,Good,56.05,59.6,2024-01-07 14:00:00
United States of America,Oak Harbor,33,Good,1,Good,30,Good,5,Good,33,Good,48.2964,-122.6333,2024-01-07 15:00:00
Namibia,Okahandja,51,Moderate,1,Good,24,Good,0,Good,51,Moderate,-21.9833,16.9167,2024-01-07 16:00:00
United States of America,Moorpark,59,Moderate,2,Good,27,Good,15,Good,59,Moderate,34.2861,-118.8768,2024-01-07 17:00:00
United States of America,Mountain Brook,73,Moderate,1,Good,33,Good,6,Good,73,Moderate,33.4871,-86.74,2024-01-07 18:00:00
Hungary,Nagykanizsa,65,Moderate,1,Good,33,Good,2,Good,65,Moderate,46.455,16.9925,2024-01-07 19:00:00
China,Nanchong,163,Unhealthy,6,Good,47,Good,20,Good,163,Unhealthy,30.7991,106.0784,2024-01-07 20:00:00
United States of America,Newington,83,Moderate,3,Good,7,Good,31,Good,83,Moderate,41.687,-72.7308,2024-01-07 21:00:00
Philippines,Midsayap,54,Moderate,1,Good,25,Good,0,Good,54,Moderate,7.1917,124.5333,2024-01-07 22:00:00
United States of America,Millburn,103,Unhealthy for Sensitive Groups,3,Good,12,Good,27,Good,103,Unhealthy for Sensitive Groups,40.7394,-74.324,2024-01-07 23:00:00
United States of America,Milwaukee,49,Good,1,Good,29,Good,9,Good,49,Good,43.0642,-87.9675,2024-01-08 00:00:00
Cuba,Amancio,51,Moderate,1,Good,23,Good,1,Good,51,Moderate,20.8197,-77.5844,2024-01-08 01:00:00
Indonesia,Ambarawa,86,Moderate,2,Good,53,Moderate,1,Good,86,Moderate,-7.2667,110.4,2024-01-08 02:00:00
Portugal,Amora,31,Good,1,Good,31,Good,5,Good,28,Good,38.6265,-9.1189,2024-01-08 03:00:00
Brazil,Amparo,53,Moderate,1,Good,6,Good,4,Good,53,Moderate,-22.7031,-46.765,2024-01-08 04:00:00
Italy,Aprilia,90,Moderate,1,Good,46,Good,0,Good,90,Moderate,41.5833,12.65,2024-01-08 05:00:00
Brazil,Aracoiaba,31,Good,0,Good,11,Good,1,Good,31,Good,-4.3708,-38.8139,2024-01-08 06:00:00
Italy,Aragona,66,Moderate,1,Good,46,Good,0,Good,66,Moderate,37.4019,13.6183,2024-01-08 07:00:00
Armenia,Abovyan,56,Moderate,1,Good,40,Good,0,Good,56,Moderate,40.2739,44.6256,2024-01-08 08:00:00
Cuba,Abreus,112,Unhealthy for Sensitive Groups,1,Good,21,Good,3,Good,112,Unhealthy for Sensitive Groups,22.2806,-80.5678,2024-01-08 09:00:00
Pakistan,Ahmadpur East,196,Unhealthy,2,Good,117,Unhealthy for Sensitive Groups,0,Good,196,Unhealthy,29.1439,71.2592,2024-01-08 10:00:00
Iceland,Akureyri,23,Good,1,Good,23,Good,0,Good,12,Good,65.6833,-18.1,2024-01-08 11:00:00
Russian Federation,Aleksandrovsk,36,Good,1,Good,33,Good,0,Good,36,Good,59.1667,57.6,2024-01-08 12:00:00
Spain,Alfafar,35,Good,1,Good,29,Good,4,Good,35,Good,39.4222,-0.3906,2024-01-08 13:00:00
United States of America,Allen,53,Moderate,1,Good,30,Good,5,Good,53,Moderate,33.1088,-96.6735,2024-01-08 14:00:00
Nigeria,Bama,87,Moderate,2,Good,29,Good,0,Good,87,Moderate,11.5189,13.6842,2024-01-08 15:00:00
United States of America,Baraboo,41,Good,1,Good,26,Good,4,Good,41,Good,43.4695,-89.7376,2024-01-08 16:00:00
India,Barauli,114,Unhealthy for Sensitive Groups,3,Good,67,Moderate,2,Good,114,Unhealthy for Sensitive Groups,26.3815,84.5872,2024-01-08 17:00:00
Germany,Bautzen,73,Moderate,1,Good,40,Good,2,Good,73,Moderate,51.1814,14.4242,2024-01-08 18:00:00
United States of America,Baytown,78,Moderate,2,Good,15,Good,8,Good,78,Moderate,29.7587,-94.9671,2024-01-08 19:00:00
